liabilities_and_equity,operating_expense_._assets,percent_of_female_borrowers,average_loan_balance_per_borrower,gross_loan_portfolio_to_total_assets,operational_self_sufficiency,finefftheta_hat,se_no_breadththeta_hat,se_with_breadththeta_hat,finsoc_with_breadththeta_hat,finsoc_no_breadththeta_hat
1220455,0.1408,0.7577,78,0.7475,1.0273,0.41174357163700137,0.9549249461266329,0.9549249461266329,0.9549249461266329,0.9549249461266329
1302254,0.1408,0.7577,65,0.6231,1.0273,0.4107070180843503,0.9549249461266331,0.9549249461266329,0.9549249461266329,0.9549249461266331
2548154,0.1408,0.7577,89,0.822,1.0273,0.4002798881846122,0.9549249461266327,0.9549249461266329,0.9549249461266329,0.9549249461266327
3251212,0.1408,0.7577,117,0.7671,1.0273,0.39991163177453704,0.9549249461266329,0.9549249461266329,0.9549249461266329,0.9549249461266329
260149,0.5615,0.79705,125,0.6549,0.4287,0.3874849211332565,0.9624394983298447,0.9624394983298444,0.9624394983298444,0.9624394983298447
450331,0.7718,0.79705,68,0.759,0.5903,0.39304038595067614,0.9624394983298447,0.9624394983298444,0.9624394983298444,0.9624394983298444
778673,0.557,0.7967,93,0.8381,0.9867,0.4160221942227321,0.9623730037435507,0.9623730037435507,0.962373003743551,0.9623730037435507
1390799,0.4985,0.7487,101,0.803,0.9318,0.40260403072722795,0.9531951873088474,0.9531951873088474,0.9531951873088474,0.9531951873088474
2809993,0.3576,0.762,125,0.6917,1.1266,0.40577747037013673,0.9557499244305541,0.9557499244305541,0.9557499244305541,0.9557499244305541
2411533,0.4359,0.7974,78,0.5622,0.5261,0.3628487549669266,0.9625059867871611,0.9625059867871611,0.9625059867871611,0.9625059867871611
1683377,0.4441,0.8011,117,0.6258,0.4636,0.3626398671369043,0.9632084901856193,0.9632084901856193,0.9632084901856194,0.9632084901856193
1579396,0.5764,0.8011,117,0.6692,0.7358,0.38566856040021014,0.9632084901856193,0.9632084901856193,0.9632084901856193,0.9632084901856193
1847613,0.5615,0.8071,140,0.8364,0.9048,0.3962218112969052,0.9643462326266478,0.964346232626648,0.9643462326266478,0.9643462326266478
1847613,0.5615,0.8071,137,0.6667,0.9048,0.3962218112969052,0.9643462326266478,0.964346232626648,0.9643462326266478,0.9643462326266478
1847613,0.5615,0.8071,138,0.5885,0.9048,0.3962218112969052,0.9643462326266478,0.9643462326266478,0.9643462326266478,0.9643462326266478
3229471,0.5615,0.788,149,0.6627,1.0514,0.3984236551728536,0.9607181654031491,0.9607181654031491,0.960718165403149,0.960718165403149
6923077,0.5615,0.788,157,0.6217,1.0514,0.39362417759062224,0.9607181654031491,0.9607181654031491,0.9607181654031491,0.960718165403149
7784716,0.5615,0.788,187,0.6995,1.0514,0.39362417759062224,0.9607181654031491,0.9607181654031491,0.960718165403149,0.960718165403149
268515,0.2052,0.2643,287,0.6558,0.6184,0.4038902391857639,0.8533868259315714,0.8534313013947421,0.8535007974976241,0.8533868259315713
330659,0.4335,0.2389,277,0.569,0.4943,0.3895772359766839,0.8477519630367254,0.8477519630367254,0.8477871878528926,0.8477519630367254
595167,0.2974,0.1867,497,0.604,0.7347,0.40064324296173814,0.8360316041791257,0.836068773002699,0.8361265877909709,0.8360316041791257
845211,0.2307,0.2019,426,0.7829,1.158,0.4272904831365132,0.8394641255453019,0.8395793441455034,0.8396506007330902,0.8394641255453019
1014495,0.2366,0.271,302,0.7639,0.967,0.41023464543591576,0.8548658797103457,0.854939548901955,0.8550015260394758,0.8548658797103454
1375327,0.2201,0.4602,362,0.7168,1.21,0.42289101559453335,0.8954277141144136,0.8954277141144135,0.8954682849756785,0.8954277141144135
1768751,0.202,0.4602,466,0.8272,1.4315,0.43375015191190097,0.8954277141144135,0.895447610604783,0.8955263786706249,0.8954277141144136
2686784,0.2052,0.4602,466,0.7321,1.1129,0.4055106122636017,0.8954277141144136,0.8954277141144136,0.8954761229884478,0.8954277141144136
3178575,0.2052,0.4602,513,0.738,1.2415,0.41172721859041955,0.8954277141144136,0.8954277141144135,0.8954840090998719,0.8954277141144136
3928702,0.1799,0.4602,526,0.7483,1.2715,0.410473547877236,0.8954277141144136,0.8954376951842504,0.8955057978434484,0.8954277141144136
4821504,0.1769,0.4602,716,0.7336,1.2238,0.40534872945588635,0.8954277141144136,0.89543592743523,0.8955003500970403,0.8954277141144135
5765363,0.1816,0.4682,794,0.7566,1.0393,0.39278263860172824,0.8970935482834002,0.8971010898252916,0.8971593946999553,0.8970935482834002
6801920,0.1508,0.568,554,0.759,1.0783,0.4005339995166891,0.917557807629109,0.9175635543349528,0.9176018344943019,0.9175578076291088
586648,0.1233,0.9235,105,0.8948,0.8056,0.40659595869210097,0.986070600100472,0.986070600100472,0.986070600100472,0.986070600100472
591973,0.212,0.7092,89,0.8754,0.6743,0.39577090520528413,0.9455540300149651,0.9455540300149653,0.9455540300149653,0.9455540300149651
1550342,0.2457,0.821,91,0.4654,0.4908,0.3660813093745379,0.9669751288477119,0.9669751288477121,0.9669751288477121,0.9669751288477119
2683056,0.1641,0.8263,125,0.5208,0.5492,0.36325996757912044,0.9679749961134065,0.9679749961134065,0.9679749961134065,0.9679749961134065
4239579,0.1581,0.8401,171,0.6549,0.664,0.36802461741263137,0.9705719403203008,0.9705719403203008,0.9705719403203008,0.9705719403203008
5878713,0.1581,0.8401,171,0.6549,0.8074,0.378905067658702,0.9705719403203006,0.9705719403203008,0.9705719403203008,0.9705719403203006
6811747,0.1233,0.8712,178,0.7135,1.194,0.41702676667291966,0.9763904221636747,0.9763904221636746,0.9763904221636747,0.9763904221636746
8258773,0.1245,0.8712,193,0.7069,1.058,0.40706577550330936,0.9763904221636749,0.9763904221636747,0.9763904221636747,0.9763904221636747
8167252,0.1196,0.8699,189,0.728,1.0918,0.41101001857023395,0.9761481434732061,0.9761481434732061,0.9761481434732061,0.9761481434732061
9086728,0.1196,0.8699,192,0.7389,1.1805,0.4172659219381841,0.9761481434732059,0.9761481434732061,0.9761481434732059,0.9761481434732061
10257338,0.1196,0.8699,203,0.6841,1.1805,0.4172659219381841,0.9761481434732061,0.9761481434732061,0.9761481434732061,0.9761481434732061
9889989,0.1089,0.8699,210,0.7121,1.6128,0.44965788723513733,0.9761481434732059,0.9761481434732063,0.9761481434732059,0.9761481434732059
11377458,0.1018,0.8699,215,0.7134,1.6984,0.4575831184138847,0.9761481434732061,0.9761481434732061,0.9761481434732059,0.9761481434732061
11444646,0.0845,0.8699,218,0.6373,1.5873,0.4566856245076223,0.9761481434732061,0.9761481434732059,0.9761481434732061,0.9761481434732059
687818,0.1688,0.2421,212,0.6508,0.6486,0.39128573365495634,0.8484642951623245,0.8485472405699619,0.8485948915702455,0.8484642951623245
622493,0.1688,0.2724,185,0.6743,0.814,0.4063017770293665,0.8551745530434852,0.8552534142600907,0.8553128121107056,0.8551745530434852
1360975,0.1688,0.2724,200,0.8312,0.814,0.3939894905313011,0.8551745530434852,0.8553112932757752,0.8553578487752633,0.8551745530434851
2222344,0.1688,0.2724,200,0.8885,0.814,0.38664456551053605,0.8551745530434851,0.8553319715447099,0.8553780540994699,0.8551745530434851
2222344,0.1688,0.252,380,0.8885,0.814,0.38664456551053605,0.8506636287064704,0.850829919222147,0.8508771216645508,0.8506636287064704
1247484,NA,0.7996,114,0.355,0.563,NA,NA,NA,NA,NA
2945930,NA,0.7996,163,0.3792,0.563,NA,NA,NA,NA,NA
3256851,NA,0.7996,192,0.2931,0.563,NA,NA,NA,NA,NA
5724090,0.16065,0.4,435,0.3566,1.1247,0.40084107556151277,0.8827673731814886,0.8827673731814886,0.8827673731814886,0.8827673731814886
6782319,0.144,0.4,435,0.3832,1.1955,0.41067523723363336,0.8827673731814886,0.8827673731814886,0.8827673731814887,0.8827673731814886
6164609,0.1561,0.3379,541,0.4675,1.3177,0.4151612042781587,0.8694703668551765,0.8694703668551765,0.8695175836957452,0.8694703668551765
7622321,0.1652,0.3379,374,0.3599,1.2227,0.4061315063345875,0.8694703668551763,0.8694703668551765,0.8694703668551766,0.8694703668551763
9622258,0.1745,0.3379,374,0.3869,1.2261,0.4055018914186385,0.8694703668551766,0.8694703668551765,0.8694703668551766,0.8694703668551765
5591219,0.1095,0.5999,485,0.4952,1.289,0.4280528021635753,0.9239784155680488,0.9239784155680488,0.9239784155680488,0.9239784155680488
7318442,0.1095,0.5999,561,0.4791,1.207,0.4223778420882548,0.9239784155680486,0.9239784155680488,0.9239784155680488,0.9239784155680488
8821549,0.1016,0.5999,561,0.5083,1.2984,0.4313352696332768,0.9239784155680488,0.9239784155680488,0.9239784155680488,0.9239784155680488
7997021,0.1242,0.5238,494,0.5815,1.2392,0.41985707486372775,0.9085660218345671,0.9085660218345671,0.9085893794072548,0.9085660218345669
418213,0.1529,0.1481,137,0.6298,0.5927,0.39442707047556474,0.8272406845289085,0.8273833936532728,0.8274346292822627,0.8272406845289083
412090,0.1529,0.396,129,0.6798,0.8061,0.4124696239265802,0.8819182294454756,0.8819721221556942,0.8820247357491368,0.8819182294454756
3998938,0.1393,0.1324,573,0.2816,1.2686,0.41708387154581616,0.8236342265521914,0.8236522744131868,0.8237157752975972,0.8236342265521914
3998938,0.1393,0.1324,573,0.2816,1.2686,0.41708387154581616,0.8236342265521914,0.8236522744131868,0.8237157752975972,0.8236342265521914
5375369,0.1393,0.1324,573,0.3094,1.1866,0.4115093962080225,0.8236342265521914,0.8236640692896786,0.8237236430619802,0.8236342265521914
4899849,0.1393,0.1324,573,0.3105,1.2685,0.41707713883368247,0.8236342265521914,0.8236645339532199,0.8237277050434225,0.8236342265521915
181223,0.781,1,52,0.5032,0.5289,0.40256753119472355,1,1,1,1
290361,0.851,1,46,0.4438,0.3976,0.3828782205596678,1,1.0000000000000002,1.0000000000000002,1
537695,0.9407,1,58,0.4354,0.3112,0.365533791941734,1,1,1,1
1088890,1.0527,1,62,0.6041,0.4899,0.37105916067697403,1,1,0.9999999999999998,1
1804173,0.8179,1,68,0.7424,0.6468,0.37668224722531435,1,1,1,1
2450147,0.7134,1,67,0.6377,0.6993,0.3764287620402831,1,1,0.9999999999999998,1
2150561,0.3056,1,68,0.5989,1.5227,0.4364140551002353,1,0.9999999999999998,0.9999999999999998,1
1773991,0.7192,1,38,0.5285,0.6869,0.380111797697874,1,1,1,1
1831049,0.7728,1,54,0.7738,0.6823,0.37928766974404077,1,1,1,1
2287719,0.781,1,49,0.634,0.718,0.37886404664886036,1,1,0.9999999999999998,1
2067559,0.781,1,40,0.5204,0.7283,0.3811267341059853,1,1,1,1
2067559,0.781,1,47,0.5204,0.7283,0.3811267341059853,1,1,1,1
153947,0.5546,0.6951,343,0.1829,0.184,0.37228536689725344,0.9428067041819105,0.9428067041819105,0.9428067041819105,0.9428067041819105
205436,0.4106,0.779,259,0.3367,0.3119,0.38030260157355994,0.9590022592989373,0.9590022592989373,0.9590022592989373,0.9590022592989373
78776,0.5564,0.779,259,0.7891,0.2419,0.3914021048835692,0.9590022592989373,0.9590022592989373,0.9590022592989373,0.9590022592989373
286111,0.5546,0.779,259,0.3056,0.3632,0.3799233641211999,0.9590022592989373,0.9590022592989373,0.9590022592989376,0.9590022592989373
6934787,0.5546,0.779,398,0.6156,1.1663,0.4014923287583845,0.9590022592989373,0.9590022592989373,0.9590022592989371,0.9590022592989373
7691340,0.4576,0.779,395,0.5951,1.4046,0.41714124279274234,0.9590022592989373,0.9590022592989371,0.9590022592989373,0.9590022592989373
848030,0.0492,0.3209,1187,0.6761,1.185,0.4416358378480173,0.866497880954653,0.8678099782987619,0.8678099782987619,0.8665443898035543
614381,0.0492,0.5105,957,0.8876,1.1973,0.4425412433739983,0.9068750157064187,0.9082048261967318,0.9082048261967318,0.9068975190671719
614381,0.0492,0.5105,957,0.8876,1.1973,0.4425412433739983,0.9068750157064187,0.9082048261967318,0.9082048261967318,0.9068975190671719
1441746,0.0492,0.3802,1604,0.8633,1.2299,0.44492816073422514,0.878807798272617,0.8807744216065176,0.8807769890142427,0.8788309055308906
30023,0.0719,0.7344,103,0.829,0.5197,0.4412635548546462,0.9515547863432077,0.9525042877159131,0.9525042877159131,0.9515547863432077
40163,0.078,0.8125,195,0.7757,0.6582,0.44754360468312143,0.9654467577490825,0.9662117734825338,0.9662117734825338,0.9654467577490825
49723,0.0658,0.7929,336,0.9474,0.8428,0.4591573371673978,0.9630667935215124,0.9640776020825832,0.9640776020825832,0.9630703155949827
352846,0.28795,0.3158,2014,0.1084,0.2061,0.3618112888574298,0.864678495016659,0.864678495016659,0.864678495016659,0.864678495016659
850208,0.2339,0.0873,449,0.527,0.5889,0.3830675284244678,0.8131728398702813,0.8132430277648254,0.8132964228893024,0.8131728398702813
1325025,0.2025,0.1252,597,0.6622,0.9406,0.40401910281047926,0.8219742596514141,0.8220870518294181,0.8221552722877262,0.821974259651414
1303427,0.2805,0.1252,376,0.661,0.8244,0.39545281183592823,0.821974259651414,0.8220681349603669,0.8221303475489665,0.821974259651414
1784962,0.2954,0.2219,463,0.6739,1.015,0.4048516081655629,0.8439558584836072,0.8440039736184534,0.8440719432349026,0.8439558584836072
1784962,0.2954,0.2219,425,0.6739,1.015,0.4048516081655629,0.8439558584836072,0.8440039736184534,0.8440719432349026,0.8439558584836072
1962713,0.2954,0.2558,340,0.715,0.8396,0.39042072672187145,0.8515060396254364,0.8515538450816905,0.8516128973118143,0.8515060396254364
520095,0.1683,0.97,73,0.4649,0.4392,0.37761813291792756,0.9945695036841163,0.9945695036841163,0.9945695036841163,0.9945695036841163
779838,0.1762,0.9799,67,0.3993,0.6568,0.39001572799774886,0.996366090847207,0.996366090847207,0.996366090847207,0.996366090847207
981170,0.1844,0.9901,84,0.3457,0.3515,0.3605135153516841,0.9982124518824863,0.9982124518824863,0.9982124518824863,0.9982124518824863
1355983,0.1683,0.9109,73,0.3322,0.5052,0.36919299150880847,0.9837503237310917,0.9837503237310917,0.9837503237310917,0.9837503237310917
1355983,0.1683,0.9109,221,0.5571,0.5052,0.36919299150880847,0.9837503237310917,0.9837503237310917,0.9837503237310917,0.9837503237310917
1355983,0.1683,0.9109,261,0.5674,0.5052,0.36919299150880847,0.9837503237310917,0.9837503237310917,0.9837503237310917,0.9837503237310917
1355983,0.1683,0.9109,278,0.5674,0.5052,0.36919299150880847,0.9837503237310917,0.9837503237310917,0.9837503237310917,0.9837503237310917
5285562,0.3245,0.6536,699,0,1.4273,0.4185875059275333,0.9346593474144524,0.9346593474144524,0.9346593474144527,0.9346593474144527
5737064,0.2575,0.6561,706,0.1325,0.4646,0.34960289138093326,0.935152765440206,0.935152765440206,0.935152765440206,0.935152765440206
9926524,0.4332,0.6551,643,0.5646,0.7559,0.37231636950183383,0.9349554387291484,0.9349554387291482,0.9349554387291482,0.9349554387291482
11039199,0.3245,0.6466,699,0.4849,1.1121,0.39780820907184333,0.9332759786873837,0.9332759786873834,0.9332759786873837,0.9332759786873837
12178287,0.2795,0.6529,722,0.5613,1.2989,0.4103072100992681,0.9345211298640915,0.9345211298640915,0.9345211298640917,0.9345211298640915
14199760,0.3091,0.6571,787,0.6905,1.4793,0.4218727752296801,0.93535003818673,0.93535003818673,0.9353500381867302,0.93535003818673
16925354,0.321,0.6698,840,0.7164,1.4542,0.42029178979719717,0.9378507199714972,0.9378507199714972,0.9378507199714972,0.9378507199714972
24715617,0.3479,0.6536,890,0.7925,1.4273,0.4185875059275333,0.9346593474144524,0.9346593474144524,0.9346593474144524,0.9346593474144527
29039489,0.3479,0.6536,799,0.8295,1.4273,0.4185875059275333,0.9346593474144524,0.9346593474144524,0.9346593474144527,0.9346593474144527
34543820,0.3479,0.6536,651,0.8357,1.4781,0.421797392141332,0.9346593474144524,0.9346593474144527,0.9346593474144524,0.9346593474144527
36115036,0.3479,0.6536,585,0.8582,1.3993,0.41680249578559847,0.9346593474144524,0.9346593474144522,0.9346593474144524,0.9346593474144524
25237577,0.3296,0.6536,556,0.8714,1.5531,0.4264704421986004,0.9346593474144524,0.9346593474144524,0.9346593474144522,0.9346593474144527
30513481,0.3165,0.6536,539,0.8161,1.5223,0.42456075932236015,0.9346593474144524,0.9346593474144527,0.9346593474144524,0.9346593474144527
32372679,0.3055,0.6536,537,0.8693,1.3181,0.41156098768120986,0.9346593474144524,0.9346593474144527,0.9346593474144524,0.9346593474144524
1610754,NA,0.2892,465,0.7023,1.0656,NA,NA,NA,NA,NA
1610754,NA,0.2892,465,0.7023,1.0656,NA,NA,NA,NA,NA
1610754,NA,0.2892,465,0.7023,1.0656,NA,NA,NA,NA,NA
1610754,NA,0.2892,465,0.7023,1.0656,NA,NA,NA,NA,NA
1610754,NA,0.2892,465,0.7023,1.0656,NA,NA,NA,NA,NA
19891,0.2088,0.1667,82,0.0246,0.1104,0.4072521018286406,0.8314900994530453,0.8314900994530454,0.8314900994530452,0.8314900994530453
38347,0.1858,0.038,147,0.3019,0.6777,0.45052072643169144,0.8015609349199981,0.8016438322374312,0.8017293890816474,0.8015609349199981
44491,0.2318,0.2111,298,0.6024,0.9939,0.47517396153486996,0.8415337970690023,0.8416235290899245,0.8417161982802395,0.8415337970690023
938238,0.06335,1,540,0.7919,1.0755,0.42844975470429786,1,1.0000000000000002,1.0000000000000002,1.0000000000000002
2295107,0.085,1,535,0.7886,1.2625,0.4344967161109207,1,1,1,1
5186035,0.0417,1,517,0.7717,2.3282,0.5193715212948374,1.0000000000000002,1,1,1.0000000000000002
73263,0.696,0.8376,51,0.6571,0.0713,0.37485018237838275,0.9701021723260195,0.9701021723260193,0.9701021723260193,0.9701021723260195
446153,1.1566,0.8072,53,0.4415,0.2999,0.3672444027263355,0.9643651798055214,0.9643651798055214,0.9643651798055214,0.9643651798055214
827963,0.696,0.8088,100,0.5947,0.5152,0.377242033898593,0.9646682670034443,0.9646682670034443,0.9646682670034443,0.9646682670034443
1880848,0.6141,0.8127,97,0.5765,0.6307,0.37479631603764324,0.9654065089703228,0.9654065089703228,0.9654065089703228,0.9654065089703228
1493,0.2501,0.7333,46,0.9324,0.2049,0.49033259573547805,0.9502257225929288,0.9503288938319625,0.9503291109572425,0.9502257225929288
2590,0.2501,0.7778,133,0.9228,0.4589,0.503905667670237,0.958773163112242,0.9588364221056112,0.95885607251325,0.958773163112242
7964492,0.0433,NA,NA,0.4431,1.0989,NA,NA,NA,NA,NA
7964492,0.0433,NA,NA,0.4431,1.0989,NA,NA,NA,NA,NA
8116163,0.0433,NA,NA,0.4431,1.1192,NA,NA,NA,NA,NA
7812821,0.0433,NA,NA,0.4431,1.0786,NA,NA,NA,NA,NA
142784,0.2029,0.4023,387,0.6943,1.0322,0.44985552822287744,0.8832551785885564,0.8832753542019188,0.8833638950010027,0.8832551785885564
187712,0.2599,0.489,465,0.6738,1.0202,0.4435243929750555,0.9014067987661438,0.9014067987661436,0.9014240470697097,0.9014067987661436
371564,0.2252,0.489,465,0.7029,0.9576,0.4263075478865714,0.9014067987661438,0.9014067987661438,0.9014299022445051,0.9014067987661438
596593,0.2029,0.6058,394,0.7266,1.1646,0.4337293143025067,0.9251596890936534,0.9251596890936534,0.9251596890936534,0.9251596890936532
843731,0.2029,0.6058,376,0.7736,1.1646,0.42779564261542596,0.9251596890936534,0.9251596890936532,0.9251603850992659,0.9251596890936534
1010861,0.2029,0.6165,437,0.7493,1.1646,0.4247656359303522,0.9272970758307978,0.9272970758307978,0.9272970758307976,0.9272970758307976
1383868,0.2095,0.584,526,0.7231,1.0317,0.4100616582840104,0.9207853186977586,0.9207853186977586,0.9207853186977586,0.9207853186977586
1553314,0.1933,0.5449,602,0.8236,1.0126,0.406845585410259,0.9128724651373383,0.9128724651373383,0.9129181355893862,0.9128724651373383
2092462,0.1827,0.5449,748,0.8313,1.0943,0.40806152761386,0.9128724651373381,0.9128737298453705,0.9129317852946508,0.9128724651373384
224028,0.1572,1,37,0.6713,1.3172,0.46281078439471374,1,0.9999999999999998,0.9999999999999998,1
281189,0.1834,1,41,0.7745,1.0462,0.4381498185772689,0.9999999999999998,1,1,0.9999999999999998
287617,0.1433,1,53,0.9093,1.3055,0.4571941450531325,1,1,1,1
529689,0.1433,1,48,0.7512,0.9036,0.41603276750306917,1,1,1,1
