liabilities_and_equity,operating_expense_._assets,percent_of_female_borrowers,average_loan_balance_per_borrower,gross_loan_portfolio_to_total_assets,operational_self_sufficiency,finefftheta_hat,se_no_breadththeta_hat,se_with_breadththeta_hat,finsoc_with_breadththeta_hat,finsoc_no_breadththeta_hat
10693990,0.0862,0.2976,1291,0.3346,0.9538,0.4115745449574129,0.8607082049949033,0.8607394164457228,0.860750601040602,0.8607082049949035
21674116,0.0232,0.4844,212,0.49145,1.0899,0.4441435116887907,0.9042348985755558,0.9058063891856318,0.9058098946269421,0.9042453022115295
54303595,0.0232,0.4844,212,0.1106,1.0868,0.4439044148742598,0.9042348985755558,0.9042348985755558,0.9042448732979306,0.9042448732979306
19279835,0.0232,0.4844,140,0.3358,1.0899,0.4441435116887907,0.9043775723980597,0.9050748943021744,0.9050774640555904,0.904393190409486
21250458,0.0232,0.4844,140,0.6471,1.0899,0.4441435116887907,0.9043775723980597,0.9068526168398054,0.9068580670451826,0.904393190409486
22097774,0.0232,0.4844,140,0.7863,1.0899,0.4441435116887907,0.9043775723980597,0.9075989542835291,0.9076056137828803,0.904393190409486
1357029,0.1401,0.521,1308,0.8046,0.9665,0.4055737963039836,0.9079926136005222,0.9080480782463526,0.9080762151146903,0.9079926136005222
2511751,0.1401,0.6837,1790,0.6713,0.8102,0.38456686413432895,0.940577786667974,0.9405777866679738,0.9405777866679738,0.940577786667974
1679508,0.1401,0.6837,1790,1.5786,0.3525,0.3531542529301435,0.9405777866679741,0.940827115336393,0.940827115336393,0.9405777866679741
764433,0.4167,0.3566,4100,2.7674,0.1639,0.34673870011787894,0.8735003119494167,0.8741344190876886,0.8741359975548078,0.8735003119494166
1003774,0.1043,0.3617,1835,0.7731,0.5709,0.37907658158759305,0.8745954917005249,0.8747558939965464,0.8747575560361986,0.8745954917005249
984564,0.0898,0.4565,1681,0.7257,1.0698,0.4190356161898911,0.8946559628225466,0.8947833453093981,0.8948018692839276,0.8946559628225466
1580211,0.0891,0.8275,2249,0.8084,1.0842,0.420322676446036,0.9682011888625317,0.9682132169673676,0.9682132169673676,0.9682011888625319
2961655,0.0965,0.3801,3006,0.8677,1.0492,0.4153234722834513,0.8785329645806479,0.8787244152222701,0.8787363908696874,0.878532964580648
4180117,0.1001,0.4119,2796,0.7974,1.0611,0.4150233971334607,0.8852876815317539,0.8854358765022872,0.8854496660590183,0.8852876815317536
4180117,0.1001,0.4119,4450,0.7773,1.0611,0.4150233971334607,0.8852876815317539,0.8854284556627912,0.8854424423917895,0.8852876815317536
5524319,0.0845,0.3934,2156,0.8036,1.0928,0.42248954245498666,0.8813657495076793,0.881543443081972,0.8815503736157669,0.8813657495076795
6590069,0.1043,0.3992,2062,0.8056,1.2889,0.42977589143805045,0.8825976243819185,0.8827487848745107,0.882775715840958,0.8825976243819185
8552183,0.1043,0.3992,2062,0.8588,1.2889,0.42977589143805045,0.8825976243819185,0.8827681963814343,0.8827946116351555,0.8825976243819185
11790410,0.1043,0.3992,2062,0.7942,1.0644,0.41390634559224593,0.8825976243819185,0.882744589972506,0.8827616148487526,0.8825976243819185
12273944,0.1043,0.3992,2062,0.7519,1.0644,0.41390634559224593,0.8825976243819185,0.8827289137591275,0.8827463551111671,0.8825976243819185
9913148,0.1422,0.3992,1593,0.7203,1.9717,0.45990542097333303,0.8825976243819186,0.8826698599374784,0.8827471302259564,0.8825976243819185
12079457,0.1422,0.3323,1931,0.7915,0.974,0.395672933019811,0.8682591446838522,0.86838655533559,0.8684241958332891,0.8682591446838521
12079457,0.1422,0.4227,1931,0.7915,0.974,0.395672933019811,0.8875674227617273,0.887656227475526,0.887690088088222,0.8875674227617271
591240,0.07935,0,1179,0.2752,0.5922,0.38891774013947805,0.7924812503605781,0.7926472215455009,0.7926698557516786,0.7924812503605781
670698,0.0648,0,1489,0.4084,0.833,0.4092593736670287,0.7924812503605781,0.7933430543988322,0.7934340698163398,0.7927619288491811
865486,0.0868,0.0075,2279,0.6977,0.9006,0.4077477126554292,0.7942823687006758,0.7945944772561445,0.7948804853328642,0.7942823687006758
996675,0.0781,0.3717,1034,0.5946,1.1635,0.42981371684406394,0.8767380884593251,0.8768674572319637,0.876892434642896,0.8767380884593251
1382915,0.07,0.3575,966,0.5493,1.3031,0.4426268297275115,0.8736936998263587,0.8738184589670026,0.87386612152519,0.8736936998263587
1883357,0.0697,0.3779,1101,0.6607,0.8819,0.4114826522249186,0.8780633094752801,0.8782181748387822,0.8782181748387822,0.8780633094752801
2392718,0.0806,0.3487,1183,0.8234,1.2231,0.4332296831492245,0.8718005675537125,0.8720087308056057,0.8720225430377145,0.8718005675537122
2887051,0.0767,0.5138,1204,0.8615,1.0793,0.42413285961437497,0.9065160388689872,0.906676744363607,0.9066767443636068,0.9065160388689872
3131391,0.167,0.5138,1323,0.7717,0.7714,0.3784663971046384,0.9065160388689875,0.906528214722081,0.9065634291044065,0.9065160388689875
2666880,0.177,0.5138,1381,0.8067,0.9147,0.3914576652573463,0.9065160388689872,0.906528529231652,0.9065762109092865,0.9065160388689872
3607399,0.108,0.5138,1193,0.7591,1.0498,0.41166005173682896,0.9065160388689872,0.9065987009233796,0.9066123391700567,0.906516038868987
796355,0.14685,0.3077,1052,0.688,0.7915,0.400564294687023,0.8629141958309253,0.8630079686159433,0.8630512543650033,0.8629141958309254
877389,0.1428,0.3056,1353,0.5753,0.6097,0.3843226746532466,0.8624560796578051,0.8625122758892648,0.8625416728758172,0.8624560796578051
1165143,0.1509,0.3098,592,0.4307,0.5047,0.3713333347557871,0.8633720212465004,0.8633720212465005,0.8633826542170984,0.8633720212465004
926189,0.15310000000000001,0.6446,112,0.693,0.5509,0.37859776649695026,0.9328802427105699,0.9328802427105699,0.9328802427105699,0.9328802427105699
1251391,0.2039,0.6168,138,0.8761,0.603,0.3784704919691871,0.9273569113847652,0.9273569113847654,0.927363637792903,0.9273569113847652
1616308,0.195,0.5443,130,0.8977,1.1061,0.4129575713248051,0.9127503615111743,0.9127652596293697,0.9128275946871034,0.9127503615111743
2642287,0.1947,0.5443,213,0.8762,0.8731,0.38852915037311997,0.9127503615111743,0.9127536030125891,0.9128073644453082,0.9127503615111743
3334751,0.0957,0.6,226,0.878,1.2795,0.4320223243065308,0.9239984532774749,0.9241077074731326,0.9241191575298903,0.9239984532774751
4219088,0.1036,0.6594,119,0.8876,1.5512,0.4475410643527325,0.9358035608687977,0.9358864234885154,0.9359119807232229,0.9358035608687977
5934238,0.087,0.6594,119,0.9534,1.2575,0.4334562683084349,0.9358035608687977,0.935932161492773,0.9359347875681432,0.9358035608687977
4698536,0.0912,0.6594,119,0.9622,0.692,0.38951877554125014,0.9358035608687977,0.9359295907868754,0.9359295907868754,0.9358035608687977
3737198,0.1338,0.6594,119,1.0059,0.4896,0.3606621773901663,0.9358035608687978,0.9358878141876514,0.9358878141876512,0.9358035608687978
3005470,0.1566,0.6594,119,1.0059,0.4569,0.354186385584,0.9358035608687978,0.9358575973584649,0.9358634555185441,0.9358035608687978
3753532,0.15310000000000001,0.6594,119,0.7016,0.9355,0.3897152053854035,0.9358035608687977,0.9358035608687977,0.9358035608687977,0.9358035608687977
3783833,0.15310000000000001,0.6594,114,0.7566,0.394,0.3476075661915761,0.9358035608687977,0.9358035608687977,0.9358035608687977,0.9358035608687977
4309062,0.15310000000000001,0.6594,63,0.6673,0.394,0.3476075661915761,0.9358035608687977,0.9358035608687978,0.9358035608687977,0.9358035608687977
1068285,0.1338,0.3049,1101,0.417,0.6182,0.382062729385398,0.8623033095901252,0.8623073958835404,0.8623330500132135,0.8623033095901252
1195185,0.1242,0.3049,1101,0.2809,0.581,0.37733598173780875,0.8623033095901252,0.8623033095901252,0.8623033095901252,0.8623033095901252
1152577,0.1434,0.3049,1101,0.2985,0.4095,0.36333266503538175,0.8623033095901252,0.8623033095901252,0.8623033095901251,0.8623033095901252
2108768,NA,0.3474,302,0.6527,1.2979,NA,NA,NA,NA,NA
2108768,NA,0.3474,302,0.6527,1.2979,NA,NA,NA,NA,NA
2497693.5,0.1008,0.1391,839,0.31845,0.5936,0.37859885076094396,0.825175494263474,0.8252509777565542,0.8252607993416163,0.8251754942634739
2580832,0.1008,0.1391,1075,0.3774,0.5487,0.37487750294676925,0.825175494263474,0.8252755990169207,0.8252824237428039,0.8251754942634737
2580832,0.1008,0.3333,498,0.3774,0.5487,0.37487750294676925,0.8684755835718309,0.8684916390526737,0.8684916390526737,0.868475583571831
2148647,0.1008,0.1391,786,0.2497,0.6385,0.38227398991164074,0.825175494263474,0.8252217048081084,0.8252346177564474,0.8251754942634739
2414555,0.1008,0.1382,892,0.2595,0.8194,0.39663528135436177,0.8249686496733322,0.8250194720865387,0.8250413600701769,0.8249686496733322
2934490,0.1504,1,194,0.7343,0.9072,0.3895013435659861,0.9999999999999998,1.0000000000000002,1,0.9999999999999998
4550510,0.1785,1,241,0.7802,0.7764,0.3738478164972247,1,1.0000000000000002,1,1
6056755,0.1498,1,228,0.8059,1.1299,0.40441577581984617,1,1.0000000000000002,1.0000000000000002,1
8281033,0.1505,1,215,0.8061,1.0228,0.3967177944939644,1,1,1,1
9789710,0.1504,0.9998,189,0.8044,1.0356,0.39765262398102696,0.9999639317222633,0.9999639317222635,0.9999639317222635,0.9999639317222635
9789710,0.1504,0.9998,191,0.8224,1.0356,0.39765262398102696,0.9999639317222633,0.9999639317222635,0.9999639317222635,0.9999639317222633
9789710,0.1504,0.9998,181,0.7913,1.0356,0.39765262398102696,0.9999639317222635,0.9999639317222635,0.9999639317222635,0.9999639317222635
14854518,0.1504,0.9998,186,0.7978,0.9965,0.39487762726997155,0.9999639317222633,0.9999639317222635,0.9999639317222633,0.9999639317222633
14854518,0.1504,0.9998,186,0.7978,0.9965,0.39487762726997155,0.9999639317222633,0.9999639317222635,0.9999639317222633,0.9999639317222633
14854518,0.1504,0.9998,177,0.7978,0.9965,0.39487762726997155,0.9999639317222633,0.9999639317222635,0.9999639317222635,0.9999639317222633
17396504,0.1504,0.9998,194,0.799,0.9965,0.39487762726997155,0.9999639317222635,0.9999639317222633,0.9999639317222635,0.9999639317222635
17396504,0.1504,0.9998,255,0.799,0.9965,0.39487762726997155,0.9999639317222633,0.9999639317222635,0.9999639317222635,0.9999639317222633
17396504,0.1504,0.9998,272,0.799,0.9965,0.39487762726997155,0.9999639317222635,0.9999639317222633,0.9999639317222633,0.9999639317222635
22548256,0.1837,0.9998,257,0.8042,1.1305,0.3990643228096024,0.9999639317222635,0.9999639317222635,0.9999639317222635,0.9999639317222635
90218,0.23535,0.1187,63,0.5518,0.8937,0.4491473164028857,0.8204723904425386,0.8205605373425976,0.8206546003420684,0.8204723904425386
243289,0.3626,0.0306,51,0.6289,1.0649,0.44223689566181124,0.7998017238014549,0.7999250074576627,0.8000186337988924,0.7998017238014549
272820,0.2571,0.0189,41,0.7327,1.0585,0.4396493591854073,0.7970114844387699,0.797212986792083,0.7972841161341737,0.7970114844387698
818224,0.1945,0.7478,124,0.3323,0.2722,0.35591177108045835,0.9530219830744663,0.9530219830744663,0.9530219830744663,0.9530219830744663
818224,0.1945,0.7478,135,2.5282,0.2722,0.35591177108045835,0.9530219830744663,0.9534489697581295,0.9534489697581295,0.9530219830744663
3308616,0.3182,0.7478,356,0.4799,0.8451,0.3831925036537655,0.9530219830744663,0.9530219830744663,0.9530219830744661,0.9530219830744663
3306047,0.2378,0.8646,359,0.4921,1.0108,0.3952082495190642,0.9751595488758181,0.9751595488758181,0.9751595488758181,0.9751595488758181
2986913,0.2329,0.6398,534,0.7508,0.6312,0.3683185246298751,0.9319295896439415,0.9319295896439415,0.9319295896439415,0.9319295896439415
2986913,0.2329,0.5894,525,0.7508,0.6312,0.3683185246298751,0.9218713524742638,0.9218713524742638,0.9218713524742638,0.9218713524742638
534757,0.098,0.3499,209,0.7391,0.4466,0.3778524985639609,0.8720590147020099,0.8722329553595809,0.8722367138614068,0.8720590147020099
560805,0.2217,0.3397,194,0.6363,0.3984,0.3728391692225835,0.8698592567462299,0.8698592567462299,0.8698909050270609,0.8698592567462299
773991,0.098,0.3333,274,0.6378,0.5721,0.3830806601121392,0.868475583571831,0.86861101528045,0.8686166497546154,0.868475583571831
863620,0.0796,0.2143,193,0.6252,0.5488,0.3812183376226905,0.8422522931178906,0.8424583845104064,0.8424622305432873,0.8422522931178906
35863103.5,0.1884,0.3306,3187,0.1544,1.02775,0.3919769964550497,0.8678910494666447,0.8678910494666447,0.8678910494666447,0.8678910494666447
2833072,0.5256,0.3306,557,0.4127,0.158,0.32909398407001506,0.8678910494666447,0.8678910494666447,0.8678910494666447,0.8678910494666447
7334397,0.3912,0.4483,1022,0.7688,6.5,0.6333976376975119,0.8929426467385467,0.8929426467385465,0.8955038735496735,0.8940602622540484
15303714,0.2371,0.3984,1789,0.8389,0.8707,0.38078705131973856,0.8824278356273522,0.8824707780696133,0.8825243981141068,0.8824278356273522
22255417,0.2229,0.3667,2169,0.8859,0.9664,0.38765857081200716,0.8756675855909395,0.8757460043216861,0.875803516965692,0.8756675855909395
30593075,0.1746,0.3527,2393,0.8293,1.0041,0.3903201149245818,0.8726616981904283,0.8727547029820205,0.8728108834476689,0.8726616981904283
40782689,0.186,0.3306,3435,0.9406,1.0329,0.3923365071956584,0.8678910494666447,0.8680201482296145,0.8680838168506078,0.8678910494666447
40782689,0.186,0.3306,3435,0.9406,1.0329,0.3923365071956584,0.8678910494666447,0.8680201482296145,0.8680838168506078,0.8678910494666447
35138141,0.186,0.2903,3246,0.8019,1.0226,0.39161702573920537,0.8591095653511636,0.8592066602171156,0.8592726509461696,0.8591095653511636
36588066,0.2155,0.2903,3399,0.8122,0.9706,0.3879563316625734,0.8591095653511633,0.8591976862375085,0.8592581243295316,0.8591095653511637
46197299,0.1884,0.2903,3128,0.7883,1.1131,0.3978766204250481,0.8591095653511636,0.8591987976696708,0.8592703933329449,0.8591095653511636
47147865,0.1884,0.2903,3991,0.8173,1.1131,0.3978766204250481,0.8591095653511636,0.859209459560821,0.8592807725347695,0.8591095653511636
42862505,0.1722,0.2903,5064,0.7353,1.0721,0.3950580243739401,0.8591095653511636,0.859198394613628,0.8592596698870995,0.8591095653511636
82067,0.6658,0.75,578,0.0282,0.0747,0.3729737074112814,0.9534452978042594,0.9534452978042595,0.9534452978042595,0.9534452978042594
334444,0.6658,0.1584,1913,0.5778,0.352,0.37645573977895297,0.8295969474534741,0.8296207677805337,0.8296706849316537,0.8295969474534741
1068732,0.3752,0.7196,899,0.7741,0.4678,0.3694429562390665,0.9475737422467234,0.9475737422467232,0.9475737422467234,0.9475737422467234
1409339,0.3957,0.75,1129,0.8905,0.4287,0.36215610531343084,0.9534452978042594,0.9534452978042594,0.9534452978042594,0.9534452978042595
1896301,0.3746,0.7498,1205,0.7744,0.4978,0.36384298606005955,0.9534068249105493,0.9534068249105493,0.9534068249105491,0.9534068249105493
1810492,0.3752,0.75,1019,0.7723,0.5905,0.37210277134366737,0.9534452978042594,0.9534452978042594,0.9534452978042594,0.9534452978042594
645171,0.1887,0.8176,61,0.4792,0.3135,0.36308697642633103,0.9663329740728892,0.9663329740728892,0.9663329740728892,0.9663329740728892
814067,0.2761,0.7385,102,0.8274,0.5873,0.38359134299901804,0.9512297665212748,0.9512297665212748,0.9512297665212748,0.9512297665212748
1522625,0.2522,0.83,135,0.8112,0.6672,0.3807820861119945,0.9686721960751165,0.9686721960751162,0.9686721960751162,0.9686721960751165
2240226,0.1955,0.7478,166,0.9374,1.1556,0.41129422019672895,0.9530219830744661,0.9530219830744661,0.9530232450114912,0.9530219830744661
3361297,0.1819,0.663,418,0.872,1.2522,0.4115822931666808,0.9365128505232363,0.9365128505232362,0.9365415500732163,0.9365128505232362
4260270,0.1574,0.4409,231,0.86,1.1263,0.4019076600825725,0.8913929824221518,0.8914802159404583,0.8915284844142413,0.891392982422152
4260270,0.1574,0.4409,256,0.86,1.1092,0.400730118104311,0.8913929824221518,0.8914802059955935,0.8915277106876541,0.891392982422152
5741075,0.1574,0.4409,256,0.86,1.0641,0.39760077526789456,0.891392982422152,0.8914802059955935,0.891525654492802,0.891392982422152
6237353,0.197,0.4409,1738,0.8177,1.0692,0.3948575869079482,0.891392982422152,0.8914191945601906,0.8914846941732758,0.891392982422152
200603,0.2928,0.4365,301,0.5424,1.4658,0.4757074173021311,0.8904699796818722,0.8904699796818722,0.8904699796818722,0.8904699796818722
225428,0.2627,0.3602,161,0.568,1.2266,0.45598128407010957,0.8742735525765785,0.8742735525765785,0.8743190212075054,0.8742735525765785
332229,0.3141,0.3602,344,0.6575,1.1072,0.4398134159650598,0.8742735525765785,0.8742735525765785,0.8743143099823373,0.8742735525765785
355095,0.3346,0.3602,217,0.6486,1.0836,0.4368279449379033,0.8742735525765785,0.8742735525765785,0.8743075811055566,0.8742735525765785
548380,0.2715,0.3602,307,0.6891,1.1614,0.43496240518491036,0.8742735525765785,0.8742735525765787,0.8743378567043759,0.8742735525765785
1900379,0.1664,0.492,126,0.5396,1.4959,0.43675144827689105,0.9020267794836766,0.9020267794836766,0.9020340101744837,0.9020267794836766
1994637,0.0904,0.501,141,0.6523,1.675,0.46020622230186203,0.9038835308832085,0.9039573655567935,0.903997532271685,0.9038835308832087
3614882,0.1834,0.4966,125,0.4014,0.9893,0.39236656800145236,0.9029763828586713,0.9029763828586713,0.9029763828586713,0.9029763828586713
3697842,0.1085,0.48,171,0.4536,1.2117,0.4230333315846343,0.899543653037002,0.8995436530370017,0.8995494147415573,0.8995436530370017
5009350,0.116,0.48,247,0.5402,1.1155,0.4138350349603678,0.8995436530370019,0.8995466044707879,0.8995714770706372,0.8995436530370017
4913725,0.136,0.5243,224,0.5578,1.2874,0.4193838432120654,0.9086683682146773,0.9086683682146774,0.9086768712593407,0.9086683682146773
5445127,0.0952,0.528,254,0.4833,0.9116,0.40546990052951626,0.9094252804477169,0.9094252804477169,0.9094252804477169,0.9094252804477169
4991290,0.1664,0.5779,335,0.6535,1.2479,0.40745283918924996,0.9195565327781707,0.9195565327781708,0.9195565327781708,0.9195565327781708
6332471,0.1784,0.5718,461,0.7449,1.2361,0.40616684535678577,0.9183256500999099,0.9183256500999094,0.91835106141784,0.9183256500999096
6332471,0.1784,0.5718,458,0.7449,1.2361,0.40616684535678577,0.9183256500999099,0.9183256500999094,0.91835106141784,0.9183256500999096
6332471,0.1784,0.5718,481,0.6201,1.2361,0.40616684535678577,0.9183256500999099,0.9183256500999096,0.9183256500999096,0.9183256500999096
6332471,0.1784,0.5718,429,0.6746,1.2361,0.40616684535678577,0.9183256500999099,0.9183256500999096,0.9183256500999096,0.9183256500999096
52096,1.7892,1,170,0.7,0.1146,0.38652070047858106,1,1,1,1
111194,1.7892,1,170,0.846,0.0667,0.36624057243139807,1,1,1,1
792658,0.3572,0.64,53,0.7133,0.5189,0.37820874259537546,0.931969225211986,0.9319692252119858,0.931969225211986,0.931969225211986
991257,0.7191,0.6501,76,0.7894,0.6181,0.3831759190089615,0.9339679946713728,0.9339679946713728,0.9339679946713728,0.9339679946713728
1525656,0.445,0.6401,95,0.7183,0.8748,0.39688796879505245,0.9319890421793487,0.9319890421793485,0.9319890421793487,0.9319890421793485
2303319,0.3063,0.5902,115,0.7031,1.0641,0.4044386956242896,0.9220321073961936,0.9220321073961936,0.9220321073961936,0.9220321073961938
2209184,0.3613,0.5902,155,0.8543,0.999,0.40041543872551544,0.9220321073961936,0.9220321073961936,0.9220321073961936,0.9220321073961936
2832775,0.3531,0.5681,168,0.8456,1.0727,0.40189137979008743,0.9175780244848282,0.9175780244848282,0.9175831898386122,0.9175780244848281
2832775,0.3531,0.5681,168,0.8456,1.0727,0.40189137979008743,0.9175780244848282,0.9175780244848282,0.9175831898386122,0.9175780244848281
128327,0.2125,0.5714,143,0.7782,3.2412,0.5940527492135362,0.9182448630553137,0.9182448630553134,0.9184123747740636,0.9182448630553137
137012,0.2125,0.6,154,0.6084,0.5848,0.41278347931561143,0.9239984532774749,0.9239984532774749,0.9239984532774749,0.9239984532774749
1337796,0.1842,0.5547,429,0.8369,0.8044,0.39350962909446413,0.9148639041452346,0.9148639041452348,0.9149060819037961,0.9148639041452346
2211581,0.1498,0.5313,371,0.739,0.9923,0.3999145285178647,0.9100996949054856,0.9101142582224464,0.9101495911179259,0.9100996949054856
3318792,0.1842,0.5547,339,0.7468,0.7179,0.37357808359720607,0.9148639041452348,0.9148639041452348,0.9148694551516041,0.9148639041452348
3318792,0.1842,0.5547,339,0.7468,0.7179,0.37357808359720607,0.9148639041452348,0.9148639041452348,0.9148694551516041,0.9148639041452348
3318792,0.1842,0.5547,496,0.6145,0.7179,0.37357808359720607,0.9148639041452348,0.9148639041452346,0.9148639041452346,0.9148639041452348
3318792,0.1842,0.5547,502,0.6145,0.7179,0.37357808359720607,0.9148639041452348,0.9148639041452346,0.9148639041452346,0.9148639041452348
6317396,0.1842,0.5547,487,0.4174,0.7179,0.36945535201089436,0.9148639041452348,0.9148639041452346,0.9148639041452346,0.9148639041452348
127390,0.2101,0.6915,33,0.4723,0.2762,0.38511902787416813,0.9421035792586145,0.9421035792586145,0.9421035792586145,0.9421035792586145
670164,0.2926,0.6981,103,0.8174,0.7151,0.39715689732745807,0.9433921185302596,0.9433921185302596,0.9433921185302596,0.9433921185302596
670164,0.2926,0.6981,103,0.7284,0.7151,0.39715689732745807,0.9433921185302596,0.9433921185302596,0.9433921185302598,0.9433921185302596
2677237,0.2377,0.6981,366,0.6784,0.8393,0.3858226113073822,0.9433921185302596,0.9433921185302596,0.9433921185302596,0.9433921185302596
4291291,0.1876,0.6981,527,0.7091,0.9412,0.38645224204441464,0.9433921185302596,0.9433921185302596,0.9433921185302596,0.9433921185302596
4435906,0.1509,0.5043,481,0.6287,0.8436,0.3836170175484966,0.9045631440314099,0.9045631440314099,0.9045766532651608,0.9045631440314099
4918428,0.2101,0.5315,548,0.6873,0.8406,0.3785906295082887,0.9101405482509372,0.910140548250937,0.910140548250937,0.9101405482509372
4918428,0.2101,0.5381,606,0.6873,0.8406,0.3785906295082887,0.9114874122936192,0.911487412293619,0.911487412293619,0.9114874122936192
6304998,0.2101,0.5381,604,0.5859,1.0676,0.394746939564155,0.911487412293619,0.911487412293619,0.911487412293619,0.911487412293619
3386129,0.2825,1,92,0.1391,0.1685,0.32784164421725454,1,1,1,1
12144725,0.2034,1,109,0.5169,0.7396,0.3710927050992091,1,1,1,1
16154766,0.1745,0.9991,106,0.455,0.8384,0.3784294192510929,0.9998376785460518,0.9998376785460518,0.9998376785460515,0.9998376785460515
26161186,0.3462,0.9915,112,0.3848,0.5207,0.3541220936715848,0.9984655055406448,0.9984655055406448,0.9984655055406448,0.9984655055406448
23396092,0.3295,0.9836,143,0.7071,0.7353,0.370769008779096,0.9970363956171442,0.9970363956171442,0.997036395617144,0.9970363956171442
22838643,0.2825,0.979,177,0.9023,1.1446,0.4000231071407608,0.9962029495158253,0.9962029495158253,0.9962029495158253,0.9962029495158253
22838643,0.2825,0.9851,194,0.9023,1.1446,0.4000231071407608,0.9973079634496504,0.9973079634496507,0.9973079634496507,0.9973079634496504
24886483,0.2825,0.9851,194,0.8215,1.1874,0.40291360713883306,0.9973079634496504,0.9973079634496504,0.9973079634496504,0.9973079634496504
25569874,0.3071,0.9851,194,0.906,1.276,0.40880447615496457,0.9973079634496504,0.9973079634496504,0.9973079634496504,0.9973079634496507
40596178,0.3071,0.9851,194,0.8947,1.4958,0.4229072497139118,0.9973079634496504,0.9973079634496504,0.9973079634496504,0.9973079634496504
1691866,0.2307,1,81,0.2788,0.2165,0.340968478760601,1,1,1,1
7489267,0.1884,1,126,0.6299,1.1334,0.39926178666321244,1,1,1,1
13845172,0.1694,0.9985,124,0.5604,0.9341,0.3853580561243819,0.9997294439474024,0.9997294439474024,0.9997294439474022,0.9997294439474022
25764081,0.2127,0.9896,125,0.5033,0.7554,0.37227891279923647,0.9981220540578325,0.9981220540578325,0.9981220540578325,0.9981220540578325
22643467,0.2013,0.9822,130,0.6161,0.9941,0.38961658493932094,0.9967828400322638,0.9967828400322638,0.9967828400322638,0.9967828400322638
24081997,0.2092,0.9822,149,0.7457,1.2028,0.40394642452689067,0.9967828400322638,0.9967828400322638,0.9967828400322638,0.996782840032264
26290973,0.2622,0.9775,157,0.7036,1.2638,0.4080006038397532,0.9959309652781616,0.9959309652781616,0.9959309652781616,0.9959309652781616
26290973,0.2622,0.9775,185,0.8218,1.2638,0.4080006038397532,0.9959309652781616,0.9959309652781614,0.9959309652781614,0.9959309652781616
33323233,0.3063,0.9775,201,0.9817,1.3941,0.41646974337458165,0.9959309652781616,0.9959309652781616,0.9959309652781616,0.9959309652781616
42080347,0.2273,0.9775,202,0.9395,3.0366,0.5058199051619424,0.9959309652781616,0.9959309652781616,0.9959309652781614,0.9959309652781614
48628219,0.228,0.9775,214,0.9561,2.2285,0.4653854765091097,0.9959309652781616,0.9959309652781616,0.9959309652781614,0.9959309652781616
55662166,0.2269,0.9775,214,0.7845,1.5154,0.424131157712917,0.9959309652781616,0.9959309652781614,0.9959309652781614,0.9959309652781614
336426,0.5104,0.7329,225,0.5774,0.5162,0.3912454042773208,0.9501484305277674,0.9501484305277674,0.9501484305277674,0.9501484305277674
417772,0.2894,0.7948,101,0.6543,0.9086,0.4204364247374873,0.9620119261390031,0.9620119261390031,0.9620119261390031,0.9620119261390029
296826,0.3071,0.704,89,0.6735,0.8407,0.4208713018262916,0.9445420492990745,0.9445420492990745,0.9445420492990745,0.9445420492990747
1009016,0.3856,0.704,195,0.6627,0.6242,0.38341083606149373,0.9445420492990745,0.9445420492990745,0.9445420492990745,0.9445420492990745
2254172,0.5289,0.704,194,0.2921,0.363,0.3501080158426913,0.9445420492990745,0.9445420492990747,0.9445420492990747,0.9445420492990747
3538365,0.5139,0.7778,184,0.2951,0.2811,0.33721371578658116,0.958773163112242,0.9587731631122418,0.9587731631122418,0.958773163112242
3728774,0.6346,0.7329,198,0.1644,0.3747,0.3445219619814375,0.9501484305277674,0.9501484305277675,0.9501484305277674,0.9501484305277674
3728774,0.7168,0.7329,252,0.4415,0.4346,0.34950551933762913,0.9501484305277674,0.9501484305277674,0.9501484305277674,0.9501484305277674
6192100,0.7168,0.7329,384,0.5304,0.4346,0.34715608331853975,0.9501484305277674,0.9501484305277674,0.9501484305277675,0.9501484305277674
6192100,0.7168,0.7329,693,0.5304,0.4346,0.34715608331853975,0.9501484305277674,0.9501484305277674,0.9501484305277675,0.9501484305277674
5747607,0.5069,0.7329,368,0.3725,0.5978,0.36021686642697537,0.9501484305277674,0.9501484305277674,0.9501484305277674,0.9501484305277674
860527,0.5069,0.7329,858,1.6197,1.3319,0.439264430838142,0.9501484305277674,0.9502802000143011,0.9503485439758218,0.9501484305277674
833593,0.306,0.7329,999,1.0126,0.7989,0.40042636704254597,0.9501484305277674,0.9501484305277674,0.9501484305277674,0.9501484305277674
804714,0.0779,0.5094,889,0.3514,0.9529,0.4142387015318622,0.9056121974561819,0.905612197456182,0.905612197456182,0.9056121974561819
1549557,0.0779,0.5985,1534,0.5376,1.2895,0.4388681059162926,0.923697829176252,0.9237106279102286,0.9237243451454492,0.9236978291762518
3902412,0.068,0.6594,2143,0.4548,1.3622,0.44748777479788776,0.9358035608687977,0.9358035608687977,0.9358035608687977,0.9358035608687978
8316590,0.1243,0.4402,3644,0.6261,0.8749,0.39370774862393776,0.8912462200539105,0.8912877540581621,0.8913074000461308,0.8912462200539107
456692,0.1408,0.7475,100,0.7532,0.8977,0.4180633442495679,0.9529642390865675,0.9529642390865675,0.9529642390865675,0.9529642390865675
865935,0.1521,0.4634,62,0.7353,0.9063,0.40817680462795086,0.8960945094895902,0.8961435681638389,0.8961805355816935,0.8960945094895902
